Data_00_brain,10720 11446.873047 ,3199 3415.909668 ,3143 3356.112549 ,11471 12248.795898 ,14471 15452.212891 ,5568 5945.540527 ,5218 5571.808594 ,739 789.108276 ,737 786.972595 ,297 317.138214 ,3887 4150.559570 ,994 1061.398682 ,2982 3184.195557 ,1985 2119.593750 ,838 894.820984 ,1277 1363.587646 ,892 952.482361 ,409 436.732452 ,4229 4515.749512 ,7420 7923.115723 ,7979 8520.019531 ,11073 11823.809570 ,8575 9156.431641 ,10541 11255.736328 ,5194 5546.181641 ,8309 8872.395508 ,12637 13493.856445 ,16870 18013.876953 ,13466 14379.068359 ,1206 1287.773438 ,1401 1495.995361 ,14426 15404.162109 ,10607 11326.211914 ,2982 3184.195557 ,3296 3519.486572 ,4750 5072.075684 ,3621 3866.523438 ,9462 10103.574219 ,16300 17405.228516 ,10244 10938.599609 ,6123 6538.172363 ,6645 7095.567383 ,8005 8547.782227 ,9685 10341.696289 ,2178 2325.680176 ,1549 1654.030640 ,4951 5286.705078 ,4768 5091.296875 ,4613 4925.786133 ,16104 17195.937500 ,5665 6049.117676 ,904 965.296082 ,1121 1197.009888 ,10134 10821.140625 ,9680 10336.356445 ,6411 6845.700684 ,4984 5321.941895 ,11009 11755.470703 ,10336 11036.836914 ,6135 6550.986328 ,17216 18383.337891 ,5730 6118.524902 ,12714 13576.078125 ,10946 11688.198242 ,4669 4985.583496 ,4887 5218.364746 ,12073 12891.614258 ,13660 14586.221680 ,20130 21494.923828 ,20146 21512.007812 ,10145 10832.886719 ,3393 3623.063721 ,10365 11067.802734 ,10683 11407.365234 ,4201 4485.850586 ,3541 3781.099121 ,7192 7679.656250 ,4856 5185.263184 ,5595 5974.371582 ,15004 16021.351562 ,13835 14773.087891 ,8664 9251.465820 ,4573 4883.074219 ,4618 4931.125000 ,5276 5633.740723 ,5480 5851.574219 ,5461 5831.285156 ,5743 6132.406738 ,1236 1319.807495 ,1377 1470.368164 
Data_12_brain,10609 10609.000000 ,3024 3024.000000 ,3372 3372.000000 ,9794 9794.000000 ,17101 17101.000000 ,4939 4939.000000 ,4774 4774.000000 ,916 916.000000 ,1092 1092.000000 ,262 262.000000 ,7481 7481.000000 ,446 446.000000 ,1986 1986.000000 ,1105 1105.000000 ,1148 1148.000000 ,2138 2138.000000 ,986 986.000000 ,254 254.000000 ,6178 6178.000000 ,9906 9906.000000 ,16392 16392.000000 ,13554 13554.000000 ,12593 12593.000000 ,17720 17720.000000 ,6033 6033.000000 ,8053 8053.000000 ,14758 14758.000000 ,17216 17216.000000 ,13178 13178.000000 ,1790 1790.000000 ,1892 1892.000000 ,19931 19931.000000 ,12545 12545.000000 ,5073 5073.000000 ,6470 6470.000000 ,5744 5744.000000 ,4976 4976.000000 ,10961 10961.000000 ,23136 23136.000000 ,9627 9627.000000 ,8386 8386.000000 ,7470 7470.000000 ,11909 11909.000000 ,12377 12377.000000 ,2715 2715.000000 ,2211 2211.000000 ,6047 6047.000000 ,4913 4913.000000 ,6778 6778.000000 ,23137 23137.000000 ,9880 9880.000000 ,1671 1671.000000 ,1232 1232.000000 ,16355 16355.000000 ,11182 11182.000000 ,9750 9750.000000 ,7697 7697.000000 ,10242 10242.000000 ,14036 14036.000000 ,7970 7970.000000 ,22774 22774.000000 ,7526 7526.000000 ,10671 10671.000000 ,13398 13398.000000 ,4102 4102.000000 ,4411 4411.000000 ,12210 12210.000000 ,13896 13896.000000 ,24685 24685.000000 ,22162 22162.000000 ,12574 12574.000000 ,5201 5201.000000 ,14749 14749.000000 ,13200 13200.000000 ,12184 12184.000000 ,8432 8432.000000 ,12383 12383.000000 ,3935 3935.000000 ,13651 13651.000000 ,23440 23440.000000 ,16494 16494.000000 ,5472 5472.000000 ,9296 9296.000000 ,4766 4766.000000 ,6635 6635.000000 ,5754 5754.000000 ,6779 6779.000000 ,8151 8151.000000 ,2063 2063.000000 ,1522 1522.000000 
Data_13_brain,11843 12620.513672 ,2109 2247.459473 ,2497 2660.932373 ,7877 8394.138672 ,13126 13987.744141 ,4750 5061.845215 ,5341 5691.645508 ,750 799.238831 ,891 949.495605 ,239 254.690750 ,5499 5860.018555 ,349 371.912445 ,976 1040.076050 ,780 831.208313 ,815 868.506104 ,1588 1692.254761 ,1405 1497.240723 ,282 300.513794 ,5243 5587.212402 ,6651 7087.649902 ,9658 10292.064453 ,15067 16056.173828 ,9024 9616.441406 ,10285 10960.226562 ,4587 4888.144531 ,7618 8118.134766 ,11695 12462.796875 ,19770 21067.933594 ,12002 12789.952148 ,1739 1853.168213 ,1798 1916.041748 ,15191 16188.315430 ,8793 9370.275391 ,2738 2917.754395 ,5230 5573.358398 ,4860 5179.066895 ,4779 5092.749512 ,8059 8588.086914 ,19699 20992.273438 ,11622 12385.003906 ,6492 6918.210938 ,5868 6253.244141 ,10296 10971.950195 ,11438 12188.923828 ,2686 2862.340332 ,1989 2119.581299 ,4497 4792.235840 ,7675 8178.876465 ,3473 3701.008301 ,18215 19410.845703 ,6217 6625.156250 ,501 533.891479 ,1009 1075.242554 ,8405 8956.802734 ,9779 10421.006836 ,5557 5921.826660 ,5663 6034.786133 ,6788 7233.644043 ,11335 12079.162109 ,5154 5492.368652 ,19147 20404.033203 ,6188 6594.252930 ,11401 12149.495117 ,12691 13524.185547 ,2934 3126.622070 ,6360 6777.544434 ,8678 9247.724609 ,11634 12397.791992 ,14528 15481.789062 ,22616 24100.779297 ,10636 11334.272461 ,3886 4141.122559 ,12476 13295.070312 ,8032 8559.314453 ,6670 7107.896973 ,3419 3643.463135 ,9972 10626.678711 ,3267 3481.484131 ,7413 7899.676270 ,20181 21505.917969 ,15602 16626.298828 ,6944 7399.885742 ,6931 7386.032227 ,3935 4193.339355 ,14257 15192.996094 ,10275 10949.571289 ,4771 5084.224609 ,5286 5633.035156 ,1821 1940.551758 ,1499 1597.411865 
Data_14_brain,14220 14220.000000 ,2374 2374.000000 ,2804 2804.000000 ,9979 9979.000000 ,19162 19162.000000 ,5290 5290.000000 ,5171 5171.000000 ,977 977.000000 ,1187 1187.000000 ,157 157.000000 ,5354 5354.000000 ,402 402.000000 ,2138 2138.000000 ,1975 1975.000000 ,1134 1134.000000 ,1909 1909.000000 ,1288 1288.000000 ,279 279.000000 ,5645 5645.000000 ,7748 7748.000000 ,11897 11897.000000 ,12466 12466.000000 ,12182 12182.000000 ,14864 14864.000000 ,4409 4409.000000 ,7505 7505.000000 ,16216 16216.000000 ,19227 19227.000000 ,15665 15665.000000 ,1727 1727.000000 ,1741 1741.000000 ,17416 17416.000000 ,12314 12314.000000 ,4225 4225.000000 ,4596 4596.000000 ,6853 6853.000000 ,4479 4479.000000 ,9827 9827.000000 ,19250 19250.000000 ,9749 9749.000000 ,4656 4656.000000 ,4346 4346.000000 ,9594 9594.000000 ,10902 10902.000000 ,2557 2557.000000 ,2503 2503.000000 ,5444 5444.000000 ,4645 4645.000000 ,5234 5234.000000 ,18978 18978.000000 ,6426 6426.000000 ,1199 1199.000000 ,1141 1141.000000 ,12467 12467.000000 ,8756 8756.000000 ,10190 10190.000000 ,7625 7625.000000 ,10212 10212.000000 ,10411 10411.000000 ,7517 7517.000000 ,22110 22110.000000 ,7411 7411.000000 ,10453 10453.000000 ,12514 12514.000000 ,2957 2957.000000 ,4565 4565.000000 ,9585 9585.000000 ,17836 17836.000000 ,23145 23145.000000 ,22452 22452.000000 ,12739 12739.000000 ,5406 5406.000000 ,14166 14166.000000 ,10157 10157.000000 ,6384 6384.000000 ,4721 4721.000000 ,9561 9561.000000 ,4083 4083.000000 ,10793 10793.000000 ,20106 20106.000000 ,15745 15745.000000 ,9644 9644.000000 ,5008 5008.000000 ,4369 4369.000000 ,5599 5599.000000 ,4607 4607.000000 ,5606 5606.000000 ,6663 6663.000000 ,1743 1743.000000 ,1410 1410.000000 
Data_15_brain,9933 9933.000000 ,2348 2348.000000 ,2784 2784.000000 ,8437 8437.000000 ,15577 15577.000000 ,4864 4864.000000 ,4097 4097.000000 ,711 711.000000 ,1196 1196.000000 ,222 222.000000 ,11175 11175.000000 ,664 664.000000 ,2317 2317.000000 ,1773 1773.000000 ,1004 1004.000000 ,1750 1750.000000 ,829 829.000000 ,257 257.000000 ,5141 5141.000000 ,7547 7547.000000 ,14066 14066.000000 ,9097 9097.000000 ,11789 11789.000000 ,16317 16317.000000 ,3907 3907.000000 ,6187 6187.000000 ,13021 13021.000000 ,19995 19995.000000 ,14067 14067.000000 ,1856 1856.000000 ,1621 1621.000000 ,16444 16444.000000 ,10324 10324.000000 ,4888 4888.000000 ,4748 4748.000000 ,5788 5788.000000 ,5147 5147.000000 ,9199 9199.000000 ,21768 21768.000000 ,9858 9858.000000 ,5368 5368.000000 ,5076 5076.000000 ,8747 8747.000000 ,10435 10435.000000 ,2407 2407.000000 ,2010 2010.000000 ,5420 5420.000000 ,4975 4975.000000 ,5702 5702.000000 ,18960 18960.000000 ,6637 6637.000000 ,1354 1354.000000 ,1040 1040.000000 ,15998 15998.000000 ,9745 9745.000000 ,11901 11901.000000 ,8007 8007.000000 ,10633 10633.000000 ,13233 13233.000000 ,5363 5363.000000 ,22222 22222.000000 ,5121 5121.000000 ,8479 8479.000000 ,12193 12193.000000 ,3194 3194.000000 ,4769 4769.000000 ,10373 10373.000000 ,14707 14707.000000 ,21109 21109.000000 ,25383 25383.000000 ,12526 12526.000000 ,4817 4817.000000 ,12779 12779.000000 ,11942 11942.000000 ,7748 7748.000000 ,6275 6275.000000 ,12452 12452.000000 ,4581 4581.000000 ,8781 8781.000000 ,19962 19962.000000 ,13923 13923.000000 ,9379 9379.000000 ,6656 6656.000000 ,4687 4687.000000 ,4790 4790.000000 ,4423 4423.000000 ,5762 5762.000000 ,6955 6955.000000 ,1791 1791.000000 ,1305 1305.000000 
Data_16_brain,14233 14233.000000 ,1759 1759.000000 ,2336 2336.000000 ,6762 6762.000000 ,22028 22028.000000 ,2427 2427.000000 ,4355 4355.000000 ,555 555.000000 ,1207 1207.000000 ,173 173.000000 ,9805 9805.000000 ,399 399.000000 ,1464 1464.000000 ,1094 1094.000000 ,757 757.000000 ,2160 2160.000000 ,783 783.000000 ,282 282.000000 ,10972 10972.000000 ,11224 11224.000000 ,13817 13817.000000 ,12178 12178.000000 ,14808 14808.000000 ,16921 16921.000000 ,7968 7968.000000 ,12490 12490.000000 ,16939 16939.000000 ,24534 24534.000000 ,18363 18363.000000 ,2375 2375.000000 ,2387 2387.000000 ,24505 24505.000000 ,15060 15060.000000 ,6763 6763.000000 ,7917 7917.000000 ,8320 8320.000000 ,7642 7642.000000 ,12611 12611.000000 ,29619 29619.000000 ,12423 12423.000000 ,10670 10670.000000 ,9246 9246.000000 ,10989 10989.000000 ,11955 11955.000000 ,4216 4216.000000 ,3656 3656.000000 ,5922 5922.000000 ,6812 6812.000000 ,7054 7054.000000 ,28883 28883.000000 ,7686 7686.000000 ,1391 1391.000000 ,1623 1623.000000 ,10784 10784.000000 ,10519 10519.000000 ,5690 5690.000000 ,7405 7405.000000 ,12250 12250.000000 ,14621 14621.000000 ,4737 4737.000000 ,27875 27875.000000 ,7994 7994.000000 ,7808 7808.000000 ,14948 14948.000000 ,2484 2484.000000 ,9373 9373.000000 ,14167 14167.000000 ,20983 20983.000000 ,31581 31581.000000 ,38996 38996.000000 ,13008 13008.000000 ,6954 6954.000000 ,14057 14057.000000 ,10258 10258.000000 ,9117 9117.000000 ,6603 6603.000000 ,14886 14886.000000 ,4248 4248.000000 ,14126 14126.000000 ,29341 29341.000000 ,20573 20573.000000 ,12648 12648.000000 ,8424 8424.000000 ,8746 8746.000000 ,9299 9299.000000 ,8376 8376.000000 ,7534 7534.000000 ,7441 7441.000000 ,2244 2244.000000 ,1453 1453.000000 
Data_17_brain,13930 13930.000000 ,3599 3599.000000 ,3293 3293.000000 ,9924 9924.000000 ,16024 16024.000000 ,4181 4181.000000 ,3802 3802.000000 ,988 988.000000 ,983 983.000000 ,124 124.000000 ,7822 7822.000000 ,272 272.000000 ,1836 1836.000000 ,1521 1521.000000 ,1124 1124.000000 ,1550 1550.000000 ,778 778.000000 ,205 205.000000 ,6073 6073.000000 ,9194 9194.000000 ,15313 15313.000000 ,12468 12468.000000 ,11701 11701.000000 ,16188 16188.000000 ,5608 5608.000000 ,8656 8656.000000 ,12905 12905.000000 ,18953 18953.000000 ,14714 14714.000000 ,1467 1467.000000 ,1226 1226.000000 ,20629 20629.000000 ,10778 10778.000000 ,4483 4483.000000 ,5131 5131.000000 ,5548 5548.000000 ,4040 4040.000000 ,10188 10188.000000 ,16734 16734.000000 ,11076 11076.000000 ,7165 7165.000000 ,6105 6105.000000 ,8652 8652.000000 ,8829 8829.000000 ,2642 2642.000000 ,1568 1568.000000 ,5256 5256.000000 ,4416 4416.000000 ,6643 6643.000000 ,15888 15888.000000 ,6474 6474.000000 ,1097 1097.000000 ,989 989.000000 ,12752 12752.000000 ,8827 8827.000000 ,10799 10799.000000 ,8771 8771.000000 ,10751 10751.000000 ,11784 11784.000000 ,6939 6939.000000 ,21245 21245.000000 ,6190 6190.000000 ,10629 10629.000000 ,12105 12105.000000 ,4517 4517.000000 ,5599 5599.000000 ,11053 11053.000000 ,17252 17252.000000 ,22040 22040.000000 ,21372 21372.000000 ,14408 14408.000000 ,4198 4198.000000 ,10880 10880.000000 ,12333 12333.000000 ,5981 5981.000000 ,6878 6878.000000 ,10415 10415.000000 ,5354 5354.000000 ,11836 11836.000000 ,22282 22282.000000 ,17038 17038.000000 ,8867 8867.000000 ,5751 5751.000000 ,4776 4776.000000 ,5185 5185.000000 ,4373 4373.000000 ,6176 6176.000000 ,6425 6425.000000 ,1775 1775.000000 ,1455 1455.000000 
Data_18_brain,12244 13037.868164 ,4137 4405.232422 ,3472 3697.115479 ,19300 20551.361328 ,21358 22742.794922 ,5182 5517.987305 ,4982 5305.019531 ,1407 1498.226318 ,1471 1566.375610 ,102 108.613403 ,6223 6626.482910 ,360 383.341461 ,1426 1518.458130 ,943 1004.141663 ,1596 1699.480347 ,1698 1808.093994 ,1176 1252.248779 ,201 214.032303 ,6698 7132.280762 ,9854 10492.907227 ,14879 15843.715820 ,16747 17832.832031 ,13351 14216.643555 ,12039 12819.577148 ,6825 7267.515137 ,11218 11945.344727 ,16378 17439.906250 ,32667 34785.039062 ,18231 19413.048828 ,1572 1673.924316 ,1695 1804.899414 ,20029 21327.628906 ,13721 14610.632812 ,4971 5293.306641 ,5918 6301.708008 ,5209 5546.737793 ,4946 5266.686035 ,11669 12425.586914 ,30128 32081.419922 ,11940 12714.158203 ,7295 7767.988770 ,6698 7132.280762 ,9820 10456.702148 ,11195 11920.854492 ,2489 2650.379883 ,2220 2363.938721 ,6848 7292.006348 ,7291 7763.729004 ,8685 9248.112305 ,28719 30581.064453 ,9385 9993.498047 ,1414 1505.679932 ,1789 1904.994019 ,14644 15593.478516 ,9159 9752.844727 ,16003 17040.591797 ,11992 12769.529297 ,13105 13954.693359 ,13730 14620.216797 ,10688 11380.981445 ,35574 37880.523438 ,12207 12998.469727 ,19870 21158.316406 ,15955 16989.480469 ,3956 4212.496582 ,4838 5151.683105 ,17641 18784.796875 ,15795 16819.105469 ,35007 37276.761719 ,36895 39287.171875 ,23295 24805.384766 ,5774 6148.371582 ,24326 25903.232422 ,18180 19358.744141 ,8332 8872.225586 ,5805 6181.380859 ,12832 13663.993164 ,9354 9960.489258 ,11823 12589.572266 ,31413 33449.734375 ,26012 27698.550781 ,13452 14324.192383 ,6225 6628.612793 ,6359 6771.301270 ,7748 8250.360352 ,10778 11476.817383 ,5005 5329.510742 ,5508 5865.124023 ,1397 1487.577759 ,1460 1554.662598 
Data_19_brain,11490 12376.395508 ,2751 2963.225586 ,2765 2978.305664 ,11761 12668.301758 ,18188 19591.109375 ,4743 5108.898438 ,4522 4870.849121 ,1261 1358.279785 ,1351 1455.222778 ,94 101.251625 ,4587 4940.863281 ,257 276.826263 ,1330 1432.602661 ,1171 1261.336670 ,1166 1255.950928 ,1672 1800.986328 ,1071 1153.622192 ,352 379.154999 ,5190 5590.382324 ,7410 7981.643555 ,10519 11330.486328 ,10751 11580.384766 ,7862 8468.512695 ,9154 9860.184570 ,5638 6072.942871 ,7713 8308.018555 ,10033 10806.995117 ,17218 18546.281250 ,11026 11876.599609 ,1519 1636.183105 ,1703 1834.377686 ,12935 13932.869141 ,8540 9198.817383 ,2273 2448.350342 ,3131 3372.540527 ,4022 4332.276855 ,3609 3887.416016 ,11555 12446.409180 ,18953 20415.128906 ,11299 12170.659180 ,5844 6294.834961 ,6020 6484.412598 ,8004 8621.467773 ,10324 11120.444336 ,2389 2573.299072 ,1500 1615.717285 ,5482 5904.908691 ,5396 5812.273926 ,4643 5001.183594 ,14840 15984.830078 ,9884 10646.500000 ,1141 1229.022339 ,1356 1460.608398 ,11077 11931.534180 ,7992 8608.541992 ,8245 8881.059570 ,6121 6593.203613 ,13617 14667.482422 ,12275 13221.953125 ,5864 6316.377441 ,18188 19591.109375 ,6595 7103.770996 ,11437 12319.305664 ,13030 14035.197266 ,5366 5779.959473 ,5785 6231.283203 ,10030 10803.763672 ,18830 20282.638672 ,18353 19768.841797 ,19464 20965.546875 ,12103 13036.685547 ,3573 3848.638672 ,11692 12593.977539 ,11092 11947.691406 ,6734 7253.493164 ,5416 5833.816406 ,8857 9540.272461 ,4358 4694.197266 ,9142 9847.257812 ,17476 18824.183594 ,14377 15486.112305 ,4921 5300.630371 ,4783 5151.984375 ,4677 5037.806641 ,9380 10103.618164 ,11582 12475.493164 ,6502 7003.596191 ,6939 7474.308594 ,1945 2095.046875 ,1872 2016.415283 
Data_20_brain,9323 9982.918945 ,3591 3845.185059 ,3448 3692.063232 ,13333 14276.762695 ,14693 15733.028320 ,5528 5919.293945 ,4660 4989.853027 ,1458 1561.203125 ,1342 1436.992188 ,192 205.590530 ,5121 5483.484863 ,414 443.304565 ,1885 2018.427856 ,1492 1597.609619 ,1089 1166.083740 ,1320 1413.434814 ,1020 1092.199707 ,360 385.482208 ,4639 4967.366699 ,6420 6874.433594 ,11462 12273.326172 ,10751 11511.999023 ,8791 9413.261719 ,9179 9828.725586 ,6297 6742.726562 ,6848 7332.728027 ,17304 18528.845703 ,18524 19835.201172 ,13700 14669.740234 ,1061 1136.101807 ,1361 1457.336914 ,12633 13527.214844 ,8322 8911.064453 ,2180 2334.309082 ,2849 3050.663574 ,3088 3306.580811 ,2965 3174.874512 ,8759 9378.996094 ,19952 21364.281250 ,8894 9523.552734 ,5317 5693.357910 ,6211 6650.639648 ,8432 9028.849609 ,9898 10598.619141 ,1548 1657.573608 ,1247 1335.267578 ,4752 5088.365723 ,4500 4818.527832 ,4794 5133.338379 ,17126 18338.246094 ,5463 5849.692383 ,920 985.121277 ,1034 1107.190552 ,10791 11554.830078 ,8357 8948.541992 ,8006 8572.696289 ,6749 7226.720703 ,11936 12780.876953 ,11290 12089.151367 ,7012 7508.337402 ,20482 21931.798828 ,6210 6649.568359 ,16347 17504.105469 ,12658 13553.984375 ,4228 4527.274902 ,5032 5388.184570 ,9343 10004.334961 ,12363 13238.102539 ,23848 25536.056641 ,27090 29007.537109 ,11519 12334.361328 ,3947 4226.384766 ,10153 10871.669922 ,12181 13043.218750 ,6406 6859.442383 ,8127 8702.260742 ,12020 12870.822266 ,4283 4586.167969 ,8879 9507.491211 ,18410 19713.132812 ,15096 16164.554688 ,8526 9129.503906 ,4393 4703.953613 ,5235 5605.553711 ,7385 7907.739746 ,7327 7845.634277 ,3445 3688.850830 ,4367 4676.113770 ,1091 1168.225342 ,1167 1249.604858 
Data_21_brain,12100 12100.000000 ,3919 3919.000000 ,3705 3705.000000 ,9842 9842.000000 ,18455 18455.000000 ,5065 5065.000000 ,5216 5216.000000 ,954 954.000000 ,1140 1140.000000 ,189 189.000000 ,7443 7443.000000 ,425 425.000000 ,1586 1586.000000 ,1619 1619.000000 ,1534 1534.000000 ,1655 1655.000000 ,1384 1384.000000 ,511 511.000000 ,6454 6454.000000 ,9373 9373.000000 ,12296 12296.000000 ,12096 12096.000000 ,11776 11776.000000 ,11638 11638.000000 ,5100 5100.000000 ,6924 6924.000000 ,10679 10679.000000 ,25469 25469.000000 ,13201 13201.000000 ,1686 1686.000000 ,1693 1693.000000 ,18111 18111.000000 ,13668 13668.000000 ,4838 4838.000000 ,4468 4468.000000 ,5743 5743.000000 ,4750 4750.000000 ,9741 9741.000000 ,22382 22382.000000 ,8649 8649.000000 ,7372 7372.000000 ,6101 6101.000000 ,11440 11440.000000 ,12577 12577.000000 ,2620 2620.000000 ,1767 1767.000000 ,6183 6183.000000 ,5600 5600.000000 ,6671 6671.000000 ,20359 20359.000000 ,7801 7801.000000 ,1462 1462.000000 ,1377 1377.000000 ,13838 13838.000000 ,7485 7485.000000 ,11191 11191.000000 ,9014 9014.000000 ,10433 10433.000000 ,12198 12198.000000 ,6941 6941.000000 ,26368 26368.000000 ,6852 6852.000000 ,13168 13168.000000 ,12397 12397.000000 ,4334 4334.000000 ,4856 4856.000000 ,11192 11192.000000 ,17359 17359.000000 ,21911 21911.000000 ,22308 22308.000000 ,11995 11995.000000 ,4720 4720.000000 ,14288 14288.000000 ,16501 16501.000000 ,6348 6348.000000 ,5801 5801.000000 ,11524 11524.000000 ,3979 3979.000000 ,8497 8497.000000 ,19828 19828.000000 ,19234 19234.000000 ,8538 8538.000000 ,5648 5648.000000 ,6707 6707.000000 ,5971 5971.000000 ,5391 5391.000000 ,5264 5264.000000 ,6111 6111.000000 ,1625 1625.000000 ,1116 1116.000000 
Data_22_brain,13535 14598.201172 ,3732 4025.156006 ,3861 4164.289062 ,13810 14894.802734 ,14919 16090.916992 ,5136 5539.442871 ,4381 4725.135742 ,1019 1099.044434 ,1178 1270.534180 ,211 227.574478 ,4517 4871.819336 ,612 660.073853 ,2080 2243.388184 ,1478 1594.099854 ,948 1022.467285 ,1450 1563.900391 ,1136 1225.235107 ,752 811.071106 ,5319 5736.817871 ,6781 7313.661621 ,13428 14482.795898 ,11110 11982.711914 ,10165 10963.481445 ,9072 9784.623047 ,6197 6683.786621 ,7541 8133.360840 ,12919 13933.812500 ,17973 19384.814453 ,13953 15049.035156 ,1820 1962.964600 ,1817 1959.729126 ,15323 16526.652344 ,10845 11696.896484 ,2902 3129.958008 ,2766 2983.274902 ,3836 4137.325195 ,2997 3232.420166 ,10854 11706.602539 ,15039 16220.343750 ,9807 10577.360352 ,8514 9182.791016 ,7073 7628.598145 ,10062 10852.389648 ,11459 12359.126953 ,2325 2507.633301 ,1699 1832.459839 ,5168 5573.956543 ,5047 5443.452148 ,5574 6011.849121 ,15040 16221.421875 ,6757 7287.775391 ,1213 1308.283447 ,1383 1491.637451 ,13249 14289.735352 ,9948 10729.435547 ,9353 10087.697266 ,7307 7880.979492 ,13165 14199.136719 ,12616 13607.011719 ,7281 7852.937012 ,20978 22625.863281 ,5674 6119.704102 ,15779 17018.472656 ,9313 10044.554688 ,4717 5087.529785 ,4472 4823.284668 ,12626 13617.797852 ,14450 15585.076172 ,20614 22233.269531 ,22147 23886.691406 ,13163 14196.979492 ,3400 3667.076904 ,13755 14835.482422 ,14478 15615.276367 ,9177 9897.871094 ,4941 5329.125000 ,10042 10830.818359 ,4764 5138.222168 ,10049 10838.369141 ,17488 18861.718750 ,15729 16964.544922 ,8504 9172.005859 ,4718 5088.608398 ,4253 4587.081543 ,6209 6696.729004 ,6549 7063.437012 ,4249 4582.767578 ,4659 5024.973633 ,1408 1518.601196 ,1341 1446.338257 
Data_23_brain,13761 14816.361328 ,4232 4556.561035 ,3754 4041.902344 ,16639 17915.080078 ,21106 22724.664062 ,6325 6810.077637 ,9309 10022.926758 ,1683 1812.072876 ,2438 2624.975586 ,208 223.951965 ,5424 5839.978027 ,648 697.696533 ,1937 2085.552734 ,1420 1528.902832 ,1276 1373.859253 ,1654 1780.848755 ,935 1006.707214 ,486 523.272400 ,7490 8064.423828 ,10232 11016.714844 ,12001 12921.381836 ,11086 11936.209961 ,10041 10811.065430 ,10703 11523.836914 ,8070 8688.905273 ,9098 9795.745117 ,19124 20590.662109 ,26036 28032.755859 ,21290 22922.777344 ,1848 1989.727051 ,1855 1997.263916 ,27510 29619.800781 ,18386 19796.060547 ,6003 6463.382812 ,5050 5437.295410 ,6158 6630.270020 ,3999 4305.691895 ,12166 13099.037109 ,25494 27449.189453 ,11706 12603.758789 ,8289 8924.701172 ,7108 7653.127930 ,7660 8247.461914 ,10306 11096.389648 ,2065 2223.369385 ,1520 1636.572144 ,5949 6405.241211 ,7413 7981.519043 ,8564 9220.791992 ,23176 24953.416016 ,13519 14555.800781 ,1182 1272.650146 ,1751 1885.287964 ,17945 19321.240234 ,11738 12638.212891 ,17289 18614.929688 ,13946 15015.548828 ,15687 16890.070312 ,14758 15889.823242 ,9970 10734.621094 ,24972 26887.156250 ,8866 9545.952148 ,20252 21805.169922 ,11744 12644.672852 ,5428 5844.285156 ,6647 7156.772461 ,16890 18185.330078 ,24835 26739.650391 ,27022 29094.375000 ,32041 34498.292969 ,14220 15310.563477 ,6507 7006.036133 ,19942 21471.394531 ,18176 19569.957031 ,7285 7843.702148 ,6077 6543.057617 ,15774 16983.742188 ,6697 7210.607422 ,8234 8865.483398 ,24860 26766.566406 ,21352 22989.529297 ,10090 10863.824219 ,6144 6615.196289 ,6536 7037.259766 ,8008 8622.150391 ,5840 6287.882324 ,5057 5444.832031 ,5764 6206.053711 ,1623 1747.471436 ,1589 1710.863892 
